from_json,title,description,Topic Label,Positive/Negative/Neutral
Nov18_Left_pre.json,The Ballot Question that May Matter More Than the Mayoral Race,"New York City’s mayoral race is high-stakes. But a ballot question that could remove one of the central obstacles to the city’s housing crisis may be even more important, Errol Louis writes.",Mayoral Election (analysis),Neutral
Nov18_Left_pre.json,Socialism or Abundance?,How the conflicting visions of the Bernie Sanders-led populist left and abundance centrists are battling to redefine the future of Democratic party.,N/A,N/A
Nov18_Left_pre.json,Socialism or Abundance?,How the conflicting visions of the Bernie Sanders-led populist left and abundance centrists are battling to redefine the future of Democratic party.,N/A,N/A
Nov18_Left_pre.json,What Andrew Cuomo's narrow path to a NYC comeback would look like: From the Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics team’s latest reporting and analysis from the White House, Capitol Hill and the campaign trail",N/A,N/A
Nov18_Left_pre.json,Newspaper removes interview with Bill de Blasio after former NYC mayor says the quotes were 'fabricated',"A British newspaper has removed an article that included quotes attributed to former New York City Mayor Bill de Blasio criticizing Democratic mayoral nominee Zohran Mamdani after de Blasio said the quotes were fabricated.""The story in the Times of London is …",Gossip,Negative
Nov18_Left_pre.json,The perfect storm that will raise ACA costs and Mamdani's Trump strategy: Morning Rundown,What to know about Affordable Care Act open enrollment and its rising costs.,Trump,Neutral
Nov18_Left_pre.json,What we can — and can't — learn from next week's elections: From the Politics Desk,"What we can and can't learn from next week's elections in Virginia, New Jersey and New York City.",Mayoral Election (analysis),Neutral
Nov18_Left_pre.json,"The Tea, Spilled by Morning Joe: ‘Now the candidates must wait’","This is the Nov. 4 edition of “The Tea, Spilled by Morning Joe” newsletter.",Gossip,Neutral
Nov18_Left_pre.json,Democrats' shutdown question: Where's Trump?: From the Politics Desk,Democrats in Congress are pushing for President Donald Trump to be more engaged to bring the three-week government shutdown to an end.,N/A,N/A
Nov18_Left_pre.json,What you need to know ahead of election night: From the Politics Desk,"In today’s election edition, we get you up to speed before polls close tonight in California, New Jersey, New York, Virginia and beyond.",Mayoral Election (analysis),Neutral
Nov18_Left_pre.json,It’s My Party and I’ll Leave When I Want To,"The challenge for Democrats, argues Rebecca Traister, is to wrest control from the party’s gerontocracy while containing the chaos that will naturally ensue from younger politicians.",N/A,N/A
Nov18_Left_pre.json,"Waiting, Impatiently, for 2028","An extremely early, surely premature analysis of which candidates might win the Democratic presidential primary for the 2028 election.",Mayoral Election (coverage),Neutral
Nov18_Left_pre.json,"What to watch in Tuesday's big elections: Races for governor, NYC mayor, redistricting and more",Off-year elections on Tuesday provide the first big chance for voters across several states to make their voices heard this year — and shed early light on some major questions ahead of next year’s midterm elections.,Mayoral Election (coverage),Neutral
Nov18_Left_pre.json,Trump hosts tele-rallies for Virginia and New Jersey candidates on election eve,The president spoke highly of New Jersey gubernatorial candidate Jack Ciattarelli but did not mention Virginia GOP nominee Winsome Earle-Sears by name.,N/A,N/A
Nov18_Left_pre.json,Jamaica braces for Hurricane Melissa and an ICE shakeup: Morning Rundown,Hurricane Melissa nears Jamaica as a “catastrophic” Category 5 storm.,N/A,N/A
Nov18_Left_pre.json,Zohran Mamdani details how he'd combat Trump — and where they could work together,"On the precipice of winning next week’s New York mayoral contest, Zohran Mamdani cast himself in an interview with NBC News as the city’s bulwark against President Donald Trump, even as the president has threatened his hometown over the prospect of a Mamdani …",Trump,Positive
Nov18_Left_pre.json,Here's the biggest news you missed this weekend,"Democrats have an early lead in next year’s battle for control of Congress amid an ongoing government shutdown, as more voters say President Donald Trump has not lived up to their expectations on several major issues that propelled him back to the White House…",Gossip,Neutral
Nov18_Left_pre.json,Dick Cheney dies at 84 and the elections storylines to follow: Morning Rundown,"Former Vice President Dick Cheney, a defense hawk and architect of the second Iraq war, dies at 84.",N/A,N/A
Nov18_Left_pre.json,Election live updates: CNN projects Democrat Abigail Spanberger elected Virginia governor | CNN Politics,"Voters in multiple states on Tuesday are participating in the first major elections of President Donald Trump’s second term. Follow here for live news updates, results, analysis and more.",N/A,N/A
Nov18_Left_pre.json,"Once roommates, now candidates for governor: Abigail Spanberger and Mikie Sherrill try to lead a Democratic revival | CNN Politics","They were faces of the Democratic resistance, a winning piece of the blue wave, when the party swept control of the House of Representatives in 2018 as a fierce reaction to President Donald Trump’s first two years in office.",N/A,N/A
Nov18_Center_pre.json,Obama stops short of endorsing Zohran Mamdani as New York City mayoral race winds down,"Former President Barack Obama has praised Zohran Mamdani's campaign for New York City mayor, but he's stopped short of endorsing him. CBS News political reporter Hunter Woodall has more.",Democrat Party Politics,Positive
Nov18_Center_pre.json,Jeffries endorses Mamdani in NYC mayor's race,Jeffries' endorsement is the latest show of support for the Democratic assemblyman from Queens and frontrunner in the polls.,Mayoral Election (coverage),Positive
Nov18_Center_pre.json,ICE raids. US-China talks. Zohran Mamdani. Takeaways from Trump's '60 Minutes' interview.,"President Donald Trump said immigration officials ""haven't gone far enough"" despite criticism, and that China won't attack Taiwan.",N/A,N/A
Nov18_Center_pre.json,"Glazing,' Trump's puppet and the Knicks, here are heated moments from NYC mayor's debate",The 90-minute debate hosted by Spectrum News was the last before voters head to the polls in the nation's largest city.,Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,NYC mayoral candidates debate for final time before election. How to view.,"With early voting starting on Saturday, Oct. 25, NYC mayoral candidates debate for the last time on Oct. 22 before voters head to polls.",Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,Mamdani gets support from Sanders and AOC as early voting begins in NYC,"Key lawmakers, including Sen. Bernie Sanders and Rep. Alexandria Ocasio-Cortez, joined New York City mayoral candidate Zohran Mamdani at a Queens rally on Sunday night. Meanwhile, early voting began ahead of the Nov. 4 election day. CBS News' Katrina Kaufman …",Mayoral Election (coverage),Positive
Nov18_Center_pre.json,"Mamdani rallies alongside Sanders, Ocasio-Cortez and Hochul ahead of Election Day","The Democratic frontrunner in the New York City mayoral race, Zohran Mamdani, held a sold-out rally on Sunday alongside New York Gov. Kathy Hochul, Rep. Alexandria Ocasio-Cortez and Vermont Sen. Bernie Sanders. CBS News political director Fin Gómez joins with…",Mayoral Election (coverage),Positive
Nov18_Center_pre.json,Mamdani packs NYC stadium in rally with AOC and Bernie Sanders,"New York City mayoral candidate Zohran Mamdani packed Forest Hills Stadium in Queens, New York, on Sunday during a rally with Sen. Bernie Sanders, Rep. Alexandria Ocasio-Cortez and New York Gov. Kathy Hochul. CBS News' Katrina Kaufman has the latest.",Mayoral Election (coverage),Positive
Nov18_Center_pre.json,Trump weighs in on New York City mayoral race,"In his ""60 Minutes"" interview, President Trump weighed in on the race for mayor of New York City. Mr. Trump has declined to endorse the Republican nominee, Curtis Sliwa, and calls the Democratic Party nominee, Zohran Mamdani, a communist. Ed O'Keefe is coveri…",Trump,Negative
Nov18_Center_pre.json,Key races to watch on Election Day,"Voters will head to the polls in New Jersey and Virginia to elect new governors. In New York City, Zohran Mamdani faces off against Andrew Cuomo. Democratic strategist Joel Payne and Republican strategist Terry Sullivan break down what to know about the major…",N/A,Neutral
Nov18_Center_pre.json,Takeaways from final debate in New York City mayoral race,"New York City Mayor Eric Adams has endorsed former New York Gov. Andrew Cuomo in the race to replace him. Cuomo, Zohran Mamdani and Curtis Silwa held their final debate of the campaign Wednesday night. Political strategists Matt Gorman and Adam Jentleson join…",Mayoral Election (analysis),Negative
Nov18_Center_pre.json,On the ground in New York City ahead of Election Day,"Zohran Mamdani, Andrew Cuomo and Curtis Sliwa are making their final cases for why they should be mayor of New York City. CBS News senior White House and political correspondent Ed O'Keefe hit the streets one day before Election Day to speak with New Yorkers.",Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,"Adams to endorse Cuomo in NYC mayor's race today, sources say","New York City Mayor Eric Adams will endorse former Gov. Andrew Cuomo in the race to replace him, sources in both camps tell CBS News New York's Marcia Kramer.",Mayoral Election (coverage),Negative
Nov18_Center_pre.json,Long Island's Bill DeBlasio explains London newspaper's mayoral mix-up,"It was DeBlasio's email address, bearing his full name, that got his opinion of Mamdani onto the pages of The Times of London.",Gossip,Negative
Nov18_Center_pre.json,"Zohran Mamdani's bold ideas won't fix all of New York, but they're why he'll win | Opinion",Zohran Mamdani isn't going to change the city as much as fearmongering centrist Democrats and Republicans say he will.,Mayoral Election (analysis),Negative
Nov18_Center_pre.json,Tens of thousands of New Yorkers head to polls for Day 1 of early voting,"According to preliminary numbers from the Board of Elections, nearly 80,000 voters checked in across all five boroughs.",N/A,Neutral
Nov18_Center_pre.json,"In Uganda, where Zohran Mamdani was born, NYC mayoral hopeful is recalled with pride","Zohran Mamdani is leading the New York City mayor's race, and people in his native Uganda say they are watching with pride",Mayoral Election (analysis),Positive
Nov18_Center_pre.json,What to know about Election Day 2025,"Election Day 2025 is almost here, with consequential races in New York City, New Jersey, Virginia and a redistricting ballot measure in California.",Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,Will ICE raids get worse? Trump says they 'haven't gone far enough',Trump's crackdown in the name of addressing illegal immigration and violent crime has divided Americans and launched a series of legal challenges.,Trump,N/A
Nov18_Center_pre.json,Jeffries backs Mamdani for NYC mayor months after primary,House Minority Leader Hakeem Jeffries has endorsed Zohran Mamdani for mayor of New York City,Democrat Party Politics,Positive
Nov18_Center_pre.json,New York mayoral candidate Zohran Mamdani rallies voters with support from Bernie Sanders and AOC,New York City mayoral candidate Zohran Mamdani has rallied supporters with heavyweight support from U.S. Sen. Bernie Sanders and Rep. Alexandria Ocasio-Cortez,Mayoral Election (coverage),Positive
Nov18_Center_pre.json,New York mayoral candidate Zohran Mamdani rallies voters with support from Bernie Sanders and AOC,New York City mayoral candidate Zohran Mamdani has rallied supporters with heavyweight support from U.S. Sen. Bernie Sanders and Rep. Alexandria Ocasio-Cortez,Mayoral Election (coverage),Positive
Nov18_Center_pre.json,"From the subway to social media, NYC mayoral candidates make their closing arguments to voters",The final stretch of New York City's mayoral race has candidates Zohran Mamdani and Andrew Cuomo painting two very different pictures,Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,British newspaper duped by someone impersonating former NYC mayor Bill de Blasio,The Times of London has apologized for running an article that falsely claimed ex-New York City Mayor Bill de Blasio had criticized current candidate Zohran Mamdani,N/A,Negative
Nov18_Center_pre.json,"From the subway to social media, NYC mayoral candidates make their closing arguments to voters",The final stretch of New York City's mayoral race has candidates Zohran Mamdani and Andrew Cuomo painting two very different pictures,Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,NYC mayoral candidates make final push ahead of Election Day,New York City’s mayoral candidates are set to make a final push to get voters to the polls as the race to lead America’s biggest city nears its finale,Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,NYC mayoral candidates make final push ahead of Election Day,New York City’s mayoral candidates are set to make a final push to get voters to the polls as the race to lead America’s biggest city nears its finale,Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,Mamdani’s plan to kill gifted education won't fix inequality. It will deepen it. | Opinion,"It is no longer enough to give equal opportunities to every student, as the 14th Amendment to the U.S. Constitution requires.",Mayoral Election (analysis),Negative
Nov18_Center_pre.json,Mamdani aims to keep control while Cuomo angles for GOP votes ahead of final debate,New York City’s mayoral candidates are set to meet for their final debate,Mayoral Election (analysis),Neutral
Nov18_Center_pre.json,Eric Adams to endorse once bitter rival Andrew Cuomo in New York City's mayoral race,New York City Mayor Eric Adams is set to endorse former Gov. Andrew Cuomo in the city’s mayoral race,Democrat Party Politics,Negative
Nov18_Center_pre.json,Early voting begins in NYC mayor's race and contest to pick NJ's next governor,Polling places open Saturday for in-person voting in two of the year’s most closely watched elections: The New York City mayor’s race and the contest to pick New Jersey’s next governor,Mayoral Election (coverage),Neutral
Nov18_Center_pre.json,Mamdani aims to keep control while Cuomo angles for GOP votes ahead of final NYC mayoral debate,New York City’s mayoral candidates are set to meet for their final debate,Mayoral Election (analysis),Neutral
Nov18_Center_pre.json,"Cuomo hasn't condemned bigoted attacks on Mamdani. In 1977 race, his father took another approach","As New York City's mayor's race enters its final stretch, there are echoes and contrasts to another famously bitter city election in 1977",Racism,Negative
Nov18_Center_pre.json,Minneapolis Mayor Jacob Frey seeks to fend off democratic socialist's challenge in a crowded race,Minneapolis Mayor Jacob Frey faces a challenge in Tuesday’s election from a democratic socialist,N/A,N/A
Nov18_Center_pre.json,Feds say 14 arrested during chaotic immigration sweep that sparked protests on NYC's Canal Street,"Federal authorities say an immigration enforcement operation that sparked spontaneous protests on Manhattan’s Canal Street led to the arrests of 14 people, including several demonstrators accused of obstructing federal agents",N/A,N/A
Nov18_Center_pre.json,"Transcript: House Minority Leader Hakeem Jeffries on ""Face the Nation with Margaret Brennan,"" Oct. 26, 2025","The following is the transcript of the interview with House Minority Leader Hakeem Jeffries, Democrat of New York, that aired on ""Face the Nation with Margaret Brennan"" on Oct. 26, 2025.",N/A,N/A
Nov18_Center_pre.json,‘Stick it to Trump’: Democrats spotlight president in 2025 races in bid for midterms mojo,President Trump isn't on the ballot in 2025. But he's still on voters' minds ahead of the first general election since his second term win a year ago.,N/A,N/A
Nov18_Center_pre.json,"Trump's strength, Democrats' message and the shutdown effect. What to watch on Election Day 2025",Voters head to polls Tuesday in America’s first major election day since President Donald Trump returned to the White House,N/A,N/A
Nov18_Center_pre.json,"Trump on nuclear testing, the government shutdown, immigration and tariffs","Watch as President Trump discusses testing nuclear weapons, U.S.-China relations, Israel, the government shutdown, immigration, tariffs, and whether he'll try to stay in the White House beyond 2028.",N/A,N/A
Nov18_Center_pre.json,"Meet Bill DeBlasio, the man a British newspaper confused with ex-NYC Mayor Bill de Blasio",A Long Island wine importer named Bill DeBlasio inadvertently grabbed international headlines this week after he responded to an email meant for another man with a similar name: former New York City Mayor Bill de Blasio,N/A,N/A
Nov18_Center_pre.json,What's on the ballot in the first general election since Donald Trump became president,"Donald Trump features prominently in state and local elections happening Tuesday, a year after he retook the White House",N/A,N/A
Nov18_Center_pre.json,Immigration agents conducting sweep on NYC's famed Canal Street confronted by protesters,"An immigration enforcement sweep targeting vendors on New York City’s famed Canal Street turned chaotic Tuesday afternoon, as bystanders and protesters confronted federal agents and tried to block their path",N/A,N/A
Nov18_Center_pre.json,What's on the ballot in the first general election since Donald Trump became president,"Donald Trump features prominently in state and local elections happening Tuesday, a year after he retook the White House",Trump,N/A
Nov18_Center_pre.json,"Full transcript of ""Face the Nation with Margaret Brennan,"" Oct. 26, 2025","On this ""Face the Nation with Margaret Brennan"" broadcast, Treasury Secretary Scott Bessent and House Minority Hakeem Jeffries join Margaret Brennan.",N/A,N/A
Nov18_Center_pre.json,Read the full transcript of 60 Minutes' interview with President Trump,Read the full transcript of Norah O'Donnell's interview with President Trump here.,N/A,N/A
Nov18_Center_pre.json,"NYC mayoral candidate Zohran Mamdani on campaign rhetoric, affordability proposals","NYC mayoral candidate Zohran Mamdani on campaign rhetoric, affordability proposalsgo.com",Mayoral Election (coverage),Positive
Nov18_Center_pre.json,Trump tells New Yorkers to vote for Andrew Cuomo in NYC mayor's race,The president urged New York City voters to elect former Gov. Andrew Cuomo in Tuesday's mayoral election and threatened to withhold funding if Zohran Mamdani wins.,Trump,Negative
Nov18_Center_pre.json,"Zohran Mamdani wins NYC mayor's race, CBS News projects",The 34-year-old Democratic socialist defeated Republican candidate Curtis Sliwa and former Gov. Andrew Cuomo.,Mayoral Election (coverage),Positive
Nov18_Center_pre.json,"Obama calls Mamdani, offers help as 'sounding board' in the future: Sources","Obama calls Mamdani, offers help as 'sounding board' in the future: Sourcesgo.com",Gossip,Positive
Nov18_Center_pre.json,"Mamdani, in emotional speech, decries Islamophobia in New York City mayor's race","Mamdani, in emotional speech, decries Islamophobia in New York City mayor's racego.com",Racism,Positive
Nov18_Center_pre.json,"Jeffries having 'conversations' with Mamdani, but no endorsement",House Democratic leader asked why he hasn't backed NYC mayoral candidate.,Democrat Party Politics,Neutral
Nov18_Center_pre.json,NYC sees massive increase in early voting in mayoral election compared to 2021,NYC sees massive increase in early voting in mayoral election compared to 2021go.com,Mayoral Election (coverage),Neutral
Nov18_Right_pre.json,Zohran Mamdani Boasts ‘Free’ NYC Bus Plan Would Cost $700 Million a Year,"New York City mayoral candidate and state assemblyman Zohran Mamdani defended his proposal to make all city buses free during Wednesday night’s final mayoral debate, estimating the initiative would cost roughly $700 million annually and arguing it would ultim…",Mayoral Election (analysis),Positive
Nov18_Right_pre.json,Nolte: Zohran Mamdani Does Not Have a Hijab-wearing Aunt Who Lived in Fear After 9/11,"Fabulist/communist/Islamist, and the man who will almost certainly become New York City’s next mayor, Zohran Mamdani, has been caught lying about his aunt. The post Nolte: Zohran Mamdani Does Not Have a Hijab-wearing Aunt Who Lived in Fear After 9/11 appeared…",Racism,Negative
Nov18_Right_pre.json,"Michael Rapaport: Zohran Mamdani 'Pretending to Be a Man of the People,' 'Everything that Comes Out His Mouth Is a Focus-Grouped Lie'","Actor Michael Rapaport criticized Democrat New York mayor candidate Zohran Mamdani for ""pretending to be a man of the people."" The post Michael Rapaport: Zohran Mamdani ‘Pretending to Be a Man of the People,’ ‘Everything that Comes Out His Mouth Is a Focus-G…",Gossip,Negative
Nov18_Right_pre.json,Bill Kristol Endorses Zohran Mamdani for NYC Mayor Despite Him Being 'Against Israel',"Neoconservative ""Never Trumper"" Bill Kristol endorsed socialist New York City mayoral candidate Zohran Mamdani, saying he wishes he was less ""against Israel and all that"" but calling him ""a very impressive politician."" The post Bill Kristol Endorses Zohran Ma…",Isreal-Palestine Conflict,Positive
Nov18_Right_pre.json,Knicks Warn Zohran Mamdani to Stop Using Team Logo in Campaign Ad: 'We Do Not Endorse',The New York Knicks have issued a cease-and-desist letter to socialist mayoral candidate Zohran Mamdani to stop using their team logo. The post Knicks Warn Zohran Mamdani to Stop Using Team Logo in Campaign Ad: ‘We Do Not Endorse’ appeared first on Breitbart.,NYC Exodus/Degredation,Negative
Nov18_Right_pre.json,Zohran Mamdani 'Promised Things That Were Simply Impossible' When Running for High School Vice President,"Democratic Socialist Zohran Mamdani, the current frontrunner in New York's mayoral race, appears to have been pushing pie-in-the-sky policy promises since high school. The post Zohran Mamdani ‘Promised Things That Were Simply Impossible’ When Running for High…",Mayoral Election (analysis),Negative
Nov18_Right_pre.json,WATCH: Zohran Mamdani Claims Aunt Was Victim of 9/11 Because She Feared Wearing Hijab on NYC Subway,"New York City mayoral candidate and radical Democratic Socialist Zohran Mamdani tried to paint his Muslim aunt as a victim of the September 11, 2001, terrorist attacks. The post WATCH: Zohran Mamdani Claims Aunt Was Victim of 9/11 Because She Feared Wearing H…",Racism,Negative
Nov18_Right_pre.json,Zohran Mamdani Clarifies Aunt He Claimed Was Victim of 9/11 over Fear of Wearing Hijab Is 'Father's Cousin',"New York City (NYC) mayoral candidate and Democratic Socialist Zohran Mamdani clarified that the aunt he claimed was a victim of the September 11, 2001, terrorist attack due to her fear of wearing a hijab was his ""father's cousin."" The post Zohran Mamdani Cla…",Racism,Neutral
Nov18_Right_pre.json,Zohran Mamdani Makes Surprise Appearance at British Pop Star PinkPantheress' Concert Ahead of Election,"Democratic Socialist Zohran Mamdani, the current frontrunner in New York's mayoral race, was featured at British singer PinkPantheress' concert in New York City on Friday night. The post Zohran Mamdani Makes Surprise Appearance at British Pop Star PinkPanther…",Gossip,Neutral
Nov18_Right_pre.json,‘Stain on History' of New York: Mamdani Supports Rikers Island Shutdown Plan,New York City mayoral candidate Zohran Mamdani (D) voiced support for closing Rikers Island during Wednesday night’s final mayoral debate. The post ‘Stain on History’ of New York: Mamdani Supports Rikers Island Shutdown Plan appeared first on Breitbart.,Mayoral Election (analysis),Neutral
Nov18_Right_pre.json,Exclusive -- Michael Whatley: Zohran Mamdani's Ideas Will 'Run New York into the Dirt',"Socialist mayoral candidate Zohran Mamdani and his ideas will ""run New York into the dirt,"" North Carolina Senate candidate Michael Whatley said during a discussion on Breitbart News Daily. The post Exclusive — Michael Whatley: Zohran Mamdani’s Ideas Will ‘Ru…",NYC Exodus/Degredation,Negative
Nov18_Right_pre.json,WATCH: NY Gov. Kathy Hochul Heckled with 'Tax the Rich!' Chants at Mamdani Rally,"Supporters of socialist mayoral candidate Zohran Mamdani heckled New York Gov. Kathy Hochul (D) during her appearance at the candidate's rally in Queens on Sunday, video shows. The post WATCH: NY Gov. Kathy Hochul Heckled with ‘Tax the Rich!’ Chants at Mamdan…",Gossip,Negative
Nov18_Right_pre.json,"Trump: Schumer Is 'Gonezo,' Mamdani Seems to Be Democrats' New Leader","President Donald Trump said on Tuesday that Senate Minority Leader Chuck Schumer (D-NY) is ""gonezo,"" and far-left New York City mayoral candidate Zohran Mamdani (D) seems to be the leader of the Democrat Party. The post Trump: Schumer Is ‘Gonezo,’ Mamdani See…",Trump,Neutral
Nov18_Right_pre.json,"Stefanik Slams Jeffries’ ‘Commie Mamdani’ Endorsement: NYC Voters Will Reject ‘Jihadist, Antisemitic’ Agenda","House Republican Leadership Chairwoman Elise Stefanik (R-NY) unloaded Friday on House Minority Leader Hakeem Jeffries (D-NY) after he officially endorsed “jihadist communist” Zohran Mamdani for New York City mayor, declaring the decision will doom Democrats’ …",Racism,Positive
Nov18_Right_pre.json,Mamdani: We Need Less Cooperation with Feds on Immigration So NYPD Can Focus More on Crime,"During an interview aired on Thursday’s broadcast of CNN’s “AC360,” New York City mayoral candidate Assemblyman Zohran Mamdani (D) said that he wouldn’t allow the NYPD to cooperate with the federal government on civil immigration enforcement and that city law…",Mayoral Election (coverage),Positive
Nov18_Right_pre.json,"Dingell on Mamdani: GOP Has People With 'Very Outrageous, Evil' Statements, We Have Big Tents, Should 'Embrace All of Those Ideas'","On Tuesday’s broadcast of MSNBC’s “Way Too Early,” Rep. Debbie Dingell (D-MI) responded to a question on if House Minority Leader Rep. Hakeem Jeffries’ (D-NY) endorsement of New York City mayoral candidate Assemblyman Zohran Mamdani (D) will harm the Democrat…",Democrat Party Politics,Positive
Nov18_Right_pre.json,UK politician campaigning for Zohran Mamdani prompts foreign meddling accusations,Republicans blast NYC mayor candidate Zohran Mamdani after Jeremy Corbyn joined his campaign phone-banking event.,Mayoral Election (coverage),Negative
Nov18_Right_pre.json,"‘Wake Up, New York’: Mamdani Slammed for Posing with Imam Tied to ’93 WTC Bombing -- Lawmakers Warn of ‘Jihad Coming’","A post by radical Democratic Socialist Zohran Mamdani, the frontrunner to become New York City’s next mayor, ignited a firestorm after he proudly shared photos of himself smiling beside Imam Siraj Wahhaj — an unindicted co-conspirator in the 1993 World Trade …",Racism,Negative
Nov18_Right_pre.json,Andrew Cuomo campaign walks back controversial attack ad targeting Mamdani voters,Andrew Cuomo's NYC mayoral campaign walked back an AI-generated ad that depicted rival Zohran Mamdani's supporters committing crimes Wednesday.,Mayoral Election (coverage),Negative
Nov18_Right_pre.json,Trump asserts that any Jewish person who votes for 'self professed Jew hater' Mamdani is 'a stupid person',"President Donald Trump asserted that any Jewish individuals who vote for Big Apple Democratic mayoral candidate Zohran Mamdani are ""stupid.""",Trump,Negative
Nov18_Right_pre.json,"Over 650 Rabbis Sign Letter Opposing Mamdani: Rhetoric Encourages Hostility, Threatens Jewish Safety","More than 650 rabbis warned Wednesday that electing Democratic Socialist frontrunner Zohran Mamdani would endanger “the safety and dignity of Jews in every city,” citing his refusal to condemn “globalize the intifada,” denial of Israel’s legitimacy, and “geno…",Isreal-Palestine Conflict,Negative
Nov18_Right_pre.json,"Mamdani: Saying NYPD Boot 'On Your Neck' 'Laced by the IDF' Was 'Reference to Training Exercises', Don't Think They're Still Hand in Glove","During an interview aired on Thursday’s broadcast of CNN’s “AC360,” New York City mayoral candidate Assemblyman Zohran Mamdani (D) said that his remarks in 2023 that “when the boot of the NYPD is on your neck, it’s been laced by the The post Mamdani: Saying N…",Isreal-Palestine Conflict,Neutral
Nov18_Right_pre.json,Zohran Mamdani emerges as Republicans' government shutdown boogeyman,House Republicans have held up NYC mayoral candidate Zohran Mamdani as their boogeyman in the government shutdown.,Democrat Party Politics,Neutral
Nov18_Right_pre.json,Top Democrat lawmaker compares socialist Zohran Mamdani to FDR,"Progressive Rep. Jamie Raskin compares NYC mayoral candidate Zohran Mamdani to FDR in a new video, calling him a 'democratic socialist' with 'Rooseveltian ambition.'",Democrat Party Politics,Neutral
Nov18_Right_pre.json,"House Republican demands Zohran Mamdani be stripped of citizenship, deported over 'anti-Israel' stance",House Rep. Andy Ogles of Tennessee is calling for the DOJ to investigate New York City mayoral candidate Zohran Mamdani.,Isreal-Palestine Conflict,Negative
Nov18_Right_pre.json,NYC rabbis warn Democratic socialist mayoral candidate 'poses a danger' to Jewish New Yorkers,Zohran Mamdani is leading the New York City mayoral race against Andrew Cuomo and Curtis Sliwa as rabbis warn he poses a danger to Jewish New Yorkers.,Isreal-Palestine Conflict,Negative
Nov18_Right_pre.json,Obama calls NYC mayoral frontrunner Mamdani just days before crucial election,Former President Obama reached out to Democratic socialist Zohran Mamdani ahead of the NYC mayoral election against Andrew Cuomo and Curtis Sliwa.,Mayoral Election (coverage),Neutral
Nov18_Right_pre.json,Cruz: Zohran Mamdani 'Not a Socialist — He's a Communist',"Monday on Fox News Channel's ""Hannity,"" Sen. Ted Cruz (R-TX) offered his thoughts on New York City mayoral candidate Zohran Mamdani, the Democrat nominee, who he alleged to be more than a ""socialist."" The post Cruz: Zohran Mamdani ‘Not a Socialist — He’s a Co…",Democrat Party Politics,Negative
Nov18_Right_pre.json,Poll: Foreign-Born Voters Are Behind Socialist Zohran Mamdani's Huge Lead in NYC Mayoral Race,"Decades of mass legal immigration to New York City, New York, have propelled socialist Zohran Mamdani's (D) campaign to be the city's next mayor, a new poll reveals. The post Poll: Foreign-Born Voters Are Behind Socialist Zohran Mamdani’s Huge Lead in NYC May…",Mayoral Election (analysis),Positive
Nov18_Right_pre.json,NYC Socialist Mayoral Candidate Zohran Mamdani Appears on Ballot Twice,"There is already Election Day controversy as New York City's socialist candidate Zohran Mamdani – as well as Republican candidate Curtis Sliwa – appear on the ballot twice, despite the fact that this is a normal procedure in the city's elections. The post NYC…",Mayoral Election (coverage),Neutral
Nov18_Right_pre.json,Report: Zohran Mamdani Builds Support with Asian Immigrants in New York City,"Democrat New York City mayoral candidate Zohran Mamdani is building support with Asian immigrants across the city, especially those living in immigrant enclaves, a report detailed Wednesday. The post Report: Zohran Mamdani Builds Support with Asian Immigrants…",Mayoral Election (analysis),Positive
Nov18_Right_pre.json,WATCH: Chuck Schumer Will Not Say If He's Voting for Socialist Zohran Mamdani,Senate Minority Leader Chuck Schumer (D-NY) will not say if he is voting for socialist Zohran Mamdani in New York City's mayoral race next week. The post WATCH: Chuck Schumer Will Not Say If He’s Voting for Socialist Zohran Mamdani appeared first on Breitbart.,Democrat Party Politics,Neutral
Nov18_Left_post.json,Democrats win big on election night — and sidestep an identity crisis,Zohran Mamdani wins big on Tuesday — along with Mikie Sherrill in New Jersey and Abigail Spanberger in Virginia — but differences in the Democratic Party remain,Democrat Party Politics,Positive
Nov18_Left_post.json,A Mayor for a New Age,"Mamdani’s win is astonishing and important. Next, he rises to the massive challenges of governing New York City, writes columnist Ross Barkan.",Mayoral Election (analysis),Positive
Nov18_Left_post.json,"At the Mad, Sad, and Drunk Cuomo Party",Matt Stieb reports from Andrew Cuomo’s election night party where a friend of Trump railed against ‘scumbag’ Curtis Sliwa.,Gossip,Neutral
Nov18_Left_post.json,Hakeem Jeffries: Affordability was the ‘connective tissue’ that led Democrats to victory,"Hakeem Jeffries told ""Morning Joe"" there was one issue at the center of Democrats’ success in elections in New Jersey, Virginia and New York City: affordability.",N/A,Positive
Nov18_Left_post.json,Republicans want to make Mamdani their new bogeyman. That won’t work.,Republicans have long tried to make a single Democrat the face of the party. They've got a new target in the mayor-elect of New York City.,Democrat Party Politics,Neutral
