author,content,description,from_json,publishedAt,source.id,source.name,title,url
Gene Armstrong,"After a commanding and shocking win in the Democratic primary, Zohran Mamdani is running to become mayor of the nations largest city. Standing in his way is former Gov. Andrew Cuomo, who is back for …","See live election results for the New York City mayoral race between Democrat Zohran Mamdani, Independent Andrew Cuomo and Republican Curtis Sliwa.",Nov18_Left_post.json,2025-11-05T02:04:37Z,cnn,CNN,RESULTS,https://www.cnn.com/election/2025/results/new-york-city-mayor
Errol Louis,"Zohran Mamdani projected his impending triumph when, the morning before the election, he led a line of marchers over the Brooklyn Bridge behind a banner that read Our Time Is Now. The coalition of vo…","New York was once a city of possibilities, even for the less well-off. Can it be again?, wonders columnist Errol Louis.",Nov18_Left_post.json,2025-11-05T02:37:09Z,new-york-magazine,New York Magazine,Zohran Mamdani’s Young Revolution,http://nymag.com/intelligencer/article/zohran-mamdanis-young-revolution-in-nyc-election.html
Sinna Nasseri,The final hours of Zohran Mamdanis mayoral campaign were a blur of public speeches and private moments that capped a year of relentless work by the Democratic candidate and his team. Photographer Sin…,"The photographer Sinna Nasseri embedded with Zohran Mamdani’s team on Election Day, capturing his journey from the voting booth to the barbershop to his victory party.",Nov18_Left_post.json,2025-11-14T10:00:03Z,new-york-magazine,New York Magazine,Inside Zohran Mamdani’s Election Day,http://nymag.com/intelligencer/article/zohran-mamdani-mayor-new-york-wife-election.html
Nia Prater,"Throughout the mayoral race, President Donald Trump frequently voiced his strong opposition to Zohran Mamdanis candidacy, threatening to withhold federal funding from the city if he won and going as …","President Donald Trump suggested that he was open to meeting with Mayor-elect Zohran Mamdani, telling reporters, ‘We’ll work something out.’",Nov18_Left_post.json,2025-11-17T16:39:51Z,new-york-magazine,New York Magazine,Trump Suggests He’s Open to Meeting Mamdani,http://nymag.com/intelligencer/article/trump-suggests-hes-open-to-meeting-mamdani.html
Matt Stieb,"A few minutes after Republican mayoral candidate Curtis Sliwa gave his concession speech on Tuesday night, he called Mayor-elect Zohran Mamdani. I wished him the best on behalf of the city and said, …","Curtis Sliwa, the boisterous Republican who frustrated Andrew Cuomo, says he plans to do the same to Zohran Mamdani after a conciliatory phone call last night.",Nov18_Left_post.json,2025-11-05T19:49:35Z,new-york-magazine,New York Magazine,What Curtis Sliwa Told Zohran Mamdani on Election Night,http://nymag.com/intelligencer/article/what-curtis-sliwa-told-zohran-mamdani-on-election-night.html
Nia Prater,"Tuesdays long-awaited elections resulted in great nationwide success for the Democratic Party, securing substantial wins from New Jersey to California to New York in a victorious wave that many viewe…","In a video launching her gubernatorial campaign, Elise Stefanik tries to tie Kathy Hochul to Zohran Mamdani while also vowing to fight for affordability. She doesn’t mention Trump at all.",Nov18_Left_post.json,2025-11-07T17:21:56Z,new-york-magazine,New York Magazine,Stefanik’s Campaign Launch Is Much About Mamdani,http://nymag.com/intelligencer/article/elise-stefanik-gubernatorial-campaign-launch-much-about-mamdani.html
Nia Prater,"When New Yorkers elected Zohran Mamdani, they gave a much-needed boost to the next mayor by approving ballot measures that will ease the process of building housing, which experts say will be a boon …",Nia Prater reports that three ballot initiatives approved by New Yorkers will turbocharge Mayor-elect Zohran Mamdani’s agenda to build more housing.,Nov18_Left_post.json,2025-11-05T11:00:42Z,new-york-magazine,New York Magazine,How the Housing Proposals Will Turbocharge Mayor Mamdani,http://nymag.com/intelligencer/article/nyc-props-2-3-4-housing-zohran-mamdani-election-result.html
Ross Barkan,"A certain kind of politics died with Andrew Cuomos political career on Tuesday night. He was, at his peak, the consummate Machiavellian macher. For him, it was always better to be feared than loved.…",Ross Barkan writes that Zohran Mamdani defeated Andrew Cuomo and his cutthroat style of politics he tried and failed to bring from Albany to New York City.,Nov18_Left_post.json,2025-11-05T10:00:24Z,new-york-magazine,New York Magazine,The End of the Bully,http://nymag.com/intelligencer/article/zohran-mamdani-ended-the-politics-of-andrew-cuomo.html
Intelligencer Staff,"Given the many excesses of Trump 2.0, and the desperate desire of Democrats for signs of a backlash, the results of off-year elections in New Jersey, Virginia, California, Pennsylvania, and New York …","Tonight’s the night. We’ll soon know whether the next mayor of New York will be Zohran Mamdani or Andrew Cuomo. Here are the latest results and updates, along with analysis and commentary, as Election Night plays out.",Nov18_Left_post.json,2025-11-04T23:04:00Z,new-york-magazine,New York Magazine,Will It Be Mamdani or Cuomo? Election Night Live Updates.,http://nymag.com/intelligencer/article/nyc-mayor-election-results-mamdani-cuomo-exit-polls-winner-news-updates.html
Allison Detzel,"Zohran Mamdani, a self-proclaimed democratic socialist, will be New York Citys 111th mayor and the first Muslim to lead the countrys largest city, NBC News' Decision Desk projects. The 34-year-old s…","Zohran Mamdani beat out former New York Gov. Andrew Cuomo to become New York City's next mayor, in a race that captured national attention.",Nov18_Left_post.json,2025-11-05T02:33:42Z,msnbc,MSNBC,Mamdani headed to victory in historic NYC mayor's race,https://www.msnbc.com/top-stories/latest/mamdani-wins-nyc-mayor-race-election-results-rcna240589
Ayman Mohyeldin,"Zohran Mamdanis victory in the New York City mayoral race is more than an improbable municipal election win; it is a template for Democratic revival, one that can marry socioeconomic policies and mes…","New York City Mayor-Elect Zohran Mamdani, who defeated Andrew Cuomo on Tuesday, showed the Democratic Party how to win with moral clarity.",Nov18_Left_post.json,2025-11-08T11:01:00Z,msnbc,MSNBC,Zohran Mamdani’s win is a template for Democratic revival,https://www.msnbc.com/opinion/msnbc-opinion/zohran-mamdani-nyc-election-democrats-lessons-rcna242681
"Nia Prater,Chas Danner","From its earliest days, there were signs that the 2025 mayoral race would be anything but typical, from scandal plagued Mayor Eric Adamss beleaguered reelection campaign, which ultimately came to an …","When we may know the winner, what the turnout means so far, and some other things to think about now that mayoral race between Zohran Mamdani and Andrew Cuomo is about to end.",Nov18_Left_post.json,2025-11-04T11:00:12Z,new-york-magazine,New York Magazine,Six Things to Know Now That It’s Election Day,http://nymag.com/intelligencer/article/nyc-mayors-race-mamdani-cuomo-election-day-things-to-know.html
"Zack Stanton, Nnamdi Egwuonwu","On the cusp of electoral victory, New York mayoral frontrunner Zohran Mamdani marched over the Brooklyn Bridge on Monday and arrived at City Hall, where he greeted cheering supporters with a promise.…",Democratic socialist Zohran Mamdani is on the cusp of a mayoral win in New York. And national Democrats are concerned about what that means for the party.,Nov18_Left_post.json,2025-11-04T10:00:41Z,msnbc,MSNBC,"As Mamdani nears victory, Democrats worry about national fallout",https://www.msnbc.com/msnbc/news/mamdani-nears-victory-democrats-worry-national-fallout-rcna241713
Chas Danner,"At The New Yorker, Eric Lach frames his look at the road ahead for Mamdani and New York around a 1903 take by Lincoln Steffens in McClures magazine about the often doomed efforts of reformers to take…","There’s a lot of excitement following Zohran Mamdani’s and Democrats’ big victories. There are a lot of takes, too. Here are some of the most interesting ones.",Nov18_Left_post.json,2025-11-06T16:15:21Z,new-york-magazine,New York Magazine,What Did the 2025 Election Mean?,http://nymag.com/intelligencer/article/2025-election-commentary-roundup-mamdani-democrats-trump.html
Ed Kilgore,"At a time of maximum popular mistrust of major political institutions, the polling industry hasnt been immune from battering. Indeed, now, as ever, we can periodically read angry screeds suggesting w…","In the scattered elections of 2025, polls underestimated the Democratic vote in New Jersey and Virginia and missed a Republican collapse in New York City — though they did predict Zohran Mamdani’s election as mayor.",Nov18_Left_post.json,2025-11-09T10:00:22Z,new-york-magazine,New York Magazine,What the Polls Got Right and Wrong in the 2025 Elections,http://nymag.com/intelligencer/article/what-the-polls-got-right-and-wrong-in-the-2025-elections.html
Anthony L. Fisher,MAGA thought leader Ben Shapiro made headlines earlier this week when he unloaded on his former friend and political ally Tucker Carlson over the latters chummy interview with the unabashed antisemit…,The right-wing pundit says Muslims like New York City's mayor-elect shouldn't hold office in the U.S.,Nov18_Left_post.json,2025-11-07T11:00:00Z,msnbc,MSNBC,Megyn Kelly’s xenophobic rant against Zohran Mamdani is as MAGA as it gets,https://www.msnbc.com/opinion/msnbc-opinion/megyn-kelly-zohran-mamdani-ben-shapiro-islam-antisemitism-rcna242187
Nia Prater,Donald Trump has long vowed to target New York City if Zohran Mamdani were elected mayor and went so far as to tell people they must vote for Andrew Cuomo on the eve of the election. Three days later…,The agency put out a new recruitment ad that tries to promote and capitalize on postelection angst within the NYPD.,Nov18_Left_post.json,2025-11-06T22:14:10Z,new-york-magazine,New York Magazine,ICE Wants NYPD Cops Who Are Mad About Mamdani,http://nymag.com/intelligencer/article/ice-tries-to-recruit-nypd-officers-who-are-mad-about-mamdani.html
Steve Karnowski,MINNEAPOLIS (AP) Minneapolis Democratic Mayor Jacob Frey defeated democratic socialist Omar Fateh and 13 other challengers Wednesday during the final round of counting in the citys ranked-choice voti…,"Minneapolis Mayor Jacob Frey has won a third term, defeating challenger Omar Fateh in the city's ranked-choice voting election. Frey, a mainstream Democrat, led Fateh, a democratic socialist, by about 10 percentage points after the first round of counting. Th…",Nov18_Left_post.json,2025-11-05T20:34:43Z,associated-press,Associated Press,Minneapolis Dem mayor fends off democratic socialist challenge...,https://apnews.com/article/jacob-frey-omar-fateh-minneapolis-mayor-e8d2d9ae7d0a12834c5c18a1648a92b6
Nia Prater,"Zohran Mamdani secured his place in history Tuesday night by winning the election to become New York Citys first Muslim and South Asian mayor, elevated to victory over Andrew Cuomo and Curtis Sliwa b…",A conversation with voting data savant Michael Lange about where Mamdani and Cuomo dominated and what surprised him in the results.,Nov18_Left_post.json,2025-11-05T20:23:45Z,new-york-magazine,New York Magazine,A Very Close Look at How Mamdani Carried the City,http://nymag.com/intelligencer/article/michael-lange-how-where-zohran-mamdani-won-nyc-neighborhoods.html
Dr. Jalal Baig,"For me, New York City has always been a place of wonder and limitless possibility. This belief was renewed Tuesday when the countrys largest city elected its first Muslim mayor, Zohran Mamdani. Hundr…","New York elected its first Muslim mayor, Zohran Mamdani, amid bilious Islamophobia from his rivals, including former New York governor Andrew Cuomo.",Nov18_Left_post.json,2025-11-05T02:45:32Z,msnbc,MSNBC,Why Zohran Mamdani’s historic victory is so special,https://www.msnbc.com/opinion/msnbc-opinion/zohran-mamdani-nyc-mayor-election-muslim-rcna241866
Erum Salam,"New York City Mayor-elect Zohran Mamdani announced an all-female transition team on Wednesday, hours after winning a race in which he campaigned as a fresh face. The group he introduced, however, in…","New York City Mayor-elect Zohran Mamdani announced an all-female transition team on Wednesday, after winning a race in which he campaigned as a fresh face.",Nov18_Left_post.json,2025-11-05T19:47:53Z,msnbc,MSNBC,Zohran Mamdani’s all-female transition team features familiar names,https://www.msnbc.com/top-stories/latest/zohran-mamdanis-female-transition-team-features-familiar-names-rcna242140
Nnamdi Egwuonwu,"Heading into Tuesday, there was an expectation that the election results might highlight a growing gulf within the Democratic Party between moderates from purple states and progressives from deep-blu…",Zohran Mamdani wins big on Tuesday — along with Mikie Sherrill in New Jersey and Abigail Spanberger in Virginia — but differences in the Democratic Party remain,Nov18_Left_post.json,2025-11-05T06:32:13Z,msnbc,MSNBC,Democrats win big on election night — and sidestep an identity crisis,https://www.msnbc.com/msnbc/news/2025-election-results-mamdani-sherrill-spanberger-democrats-rcna241893
Ross Barkan,"There is no equivalent in American history to Zohran Kwame Mamdani becoming, at age 34, the next mayor of New York City. An avowed socialist has never led a city so large, nor has a Muslim nor, in al…","Mamdani’s win is astonishing and important. Next, he rises to the massive challenges of governing New York City, writes columnist Ross Barkan.",Nov18_Left_post.json,2025-11-05T02:40:11Z,new-york-magazine,New York Magazine,A Mayor for a New Age,http://nymag.com/intelligencer/article/zohran-mamdani-is-a-mayor-for-a-new-age-in-nyc.html
Matt Stieb,"Its 8 p.m. at the Ziegfeld Ballroom in Midtown, shortly before the doors open for the Andrew Cuomo election night party and a handful of volunteers mill about, eating popcorn and chatting about what …",Matt Stieb reports from Andrew Cuomo’s election night party where a friend of Trump railed against ‘scumbag’ Curtis Sliwa.,Nov18_Left_post.json,2025-11-05T04:29:12Z,new-york-magazine,New York Magazine,"At the Mad, Sad, and Drunk Cuomo Party",http://nymag.com/intelligencer/article/at-the-mad-sad-and-drunk-andrew-cuomo-party.html
Allison Detzel,"According to House Minority Leader Hakeem Jeffries, there was one issue at the center of Democrats success Tuesday: affordability. On Wednesday, Jeffries joined Morning Joe to reflect on what he ca…","Hakeem Jeffries told ""Morning Joe"" there was one issue at the center of Democrats’ success in elections in New Jersey, Virginia and New York City: affordability.",Nov18_Left_post.json,2025-11-05T21:13:40Z,msnbc,MSNBC,Hakeem Jeffries: Affordability was the ‘connective tissue’ that led Democrats to victory,https://www.msnbc.com/top-stories/latest/hakeem-jeffries-affordability-democrats-election-wins-trump-rcna242201
Jen Psaki,"Welcome to The Blueprint with Jen Psaki newsletter. Each week, Jen dives into the key players, emerging issues and strategic movements shaping the future of the Democratic Party. Subscribe nowto get …",Republicans have long tried to make a single Democrat the face of the party. They've got a new target in the mayor-elect of New York City.,Nov18_Left_post.json,2025-11-06T03:26:13Z,msnbc,MSNBC,Republicans want to make Mamdani their new bogeyman. That won’t work.,https://www.msnbc.com/inside-with-jen-psaki/zohran-mamdani-republican-target-blueprint-newsletter-rcna242204
"Josh Boak, Will Weissert",WASHINGTON (AP) President Donald Trump got a serious warning from voters that hes out of touch with their fears about a deteriorating U.S. economy. Democrats were able to run up the score in key ra…,"Voters have sent a message to President Donald Trump that the economy doesn't feel as though its booming — despite what he says. Democrats romped to victory in Tuesday's key races, focusing on issues like the cost of living. Democrats won the governorships of…",Nov18_Left_post.json,2025-11-05T16:13:36Z,associated-press,Associated Press,MORNING AFTER THE NIGHT BEFORE,https://apnews.com/article/trump-economy-election-democratic-wins-voter-discontent-e8e94eb6f2de702475875c1bbd80a89b
"Josh Boak, Linley Sanders, Amelia Thomson-DeVeaux","WASHINGTON (AP) Economic worries were the dominant concern as voters cast ballots for Tuesdays elections, according to preliminary findings from the AP Voter Poll. The results of the expansive surve…","Economic worries were the dominant concern as voters cast ballots for Tuesday’s elections, according to preliminary findings from the AP Voter Poll. The results of the expansive survey of more than 17,000 voters in New Jersey, Virginia, California and New Yor…",Nov18_Left_post.json,2025-11-05T00:58:36Z,associated-press,Associated Press,ECONOMY TOP ISSUE...,https://apnews.com/article/economy-issues-exit-poll-election-2025-ccd2cab49e6f7d6b310173d70ce570f8
Zeeshan Aleem,New York state Assemblymember Zohran Mamdanis victory Tuesday over former Gov. Andrew Cuomo capped an astonishing anti-establishment campaign by a 34-year-old who was polling at 1% in January. But pe…,Zohran Mamdani’s victory over Andrew Cuomo is also a win for democratic socialism.,Nov18_Left_post.json,2025-11-05T11:00:41Z,msnbc,MSNBC,Zohran Mamdani's win signals morning in America for democratic socialists,https://www.msnbc.com/opinion/msnbc-opinion/zohran-mamdani-election-mayor-results-socialism-rcna241124
Erum Salam,"President Donald Trump officially endorsed former Gov. Andrew Cuomo for New York City mayor on Monday, just one day before the highly anticipated general election. Whether you personally like Andrew…","The president had already offered tepid support in a CBS News interview aired on Monday, but doubled down just before the general election.",Nov18_Left_post.json,2025-11-04T01:13:27Z,msnbc,MSNBC,Trump endorses former Gov. Andrew Cuomo for New York City mayor,https://www.msnbc.com/top-stories/latest/trump-endorses-andrew-cuomo-new-york-city-mayor-rcna241747
Ed Kilgore,The 2025 off-year elections were by any measure a top-to-bottom win for Democrats and a setback for Republicans and more particularly for Donald Trump. This last point is important to stress since th…,The off-year 2025 elections produced a national Democratic wave that reversed Republican gains and suggested a solid midterm win by a big-tent party. Republicans will sink or swim with Trump.,Nov18_Left_post.json,2025-11-05T19:56:14Z,new-york-magazine,New York Magazine,What Democrats’ 2025 Election Sweep Means for the Midterms,http://nymag.com/intelligencer/article/what-democrats-2025-election-sweep-means-for-the-midterms.html
Jesus Mesa,"In the ten days since the 2025 elections, Donald Trump has faced a series of political blows that left his allies rattled, his base divided, and his once-durable administration suddenly strained. A h…","Ten Days That Shook His Second Term... (Second column, 6th story, link) Related stories:MAGA Sharpens Knives for 'Ice Maiden' After President's Miserable Week... Drudge Report Feed needs your support! Become a Patron",Nov18_Left_post.json,2025-11-15T17:31:39Z,newsweek,Newsweek,Ten Days That Shook His Second Term...,https://www.newsweek.com/ten-days-that-shook-trumps-second-term-11051326
Ryan Teague Beckwith,"President Donald Trump may not be on the ballot Tuesday, but in many places, he might as well be. The presidents influence can be felt in several key races across the country, from candidates both p…",Several key races around the country will give an indication of President Donald Trump's continuing influence on politics.,Nov18_Left_post.json,2025-11-04T14:14:51Z,msnbc,MSNBC,Trump is on the ballot in these seven races,https://www.msnbc.com/opinion/msnbc-opinion/election-day-virginia-new-jersey-new-york-project-47-rcna240971
Ross Barkan,"For Chuck Schumers growing list of haters, there are two realities that are going to both excite and frustrate: Hes not going anywhere as Senate Democratic Leader, and its increasingly unlikely hell …","Ross Barkan writes that Chuck Schumer, the increasingly hated Senate Democratic leader isn’t going anywhere, at least not yet. Here’s what could happen, though.",Nov18_Left_post.json,2025-11-14T12:00:39Z,new-york-magazine,New York Magazine,The Solution to Chuck Schumer,http://nymag.com/intelligencer/article/the-solution-to-democratic-discontent-with-chuck-schumer.html
"Laura Barrón-López, Jake Traylor","President Donald Trumps name may not have been on the ballot Tuesday, but he suffered a resounding defeat anyway as voters rejected Republican candidates andregistered their strong disapproval of how…",Trump and Republicans lost to Democrats in the 2025 elections in the New Jersey and Virginia governor's races and in the New York City mayoral race.,Nov18_Left_post.json,2025-11-05T04:44:51Z,msnbc,MSNBC,Trump wasn’t on the ballot on Tuesday — but still took a major loss,https://www.msnbc.com/msnbc/news/trump-election-2025-loss-democrats-win-rcna242024
"Matt Dixon, Henry J. Gomez, Jonathan Allen, Garrett Haake","No one thought Tuesday was going to be Donald Trumps election night, but there were even fewer silver linings than many Republicans had hoped. Democrats attacked Trumps agenda to help score victori…","No one thought Tuesday was going to be Donald Trump’s election night, but there were even fewer silver linings than many Republicans had hoped.",Nov18_Left_post.json,2025-11-05T06:25:35Z,nbc-news,NBC News,Republicans look for lessons in an election dominated by Democratic wins,https://www.nbcnews.com/politics/elections/republicans-lessons-election-dominated-democratic-wins-rcna242032
politico via yahoo news,"More than a few Republicans are celebrating Zohran Mamdanis victory, seeing the 34-year-old democratic socialist as a political gift and an albatross for the Democratic Party. Steve Bannon is not amo…",Trump’s former White House strategist has a warning for Republicans gloating about Zohran Mamdani’s election.,Nov18_Left_post.json,2025-11-05T18:00:16Z,politico,Politico,BANNON RIPS MAGA...,https://www.politico.com/news/magazine/2025/11/05/steve-bannon-zohran-mamdani-warning-interview-00637071
Margaret Hartmann,"Dick Cheney, the War on Terror architect turned Donald Trump critic, is a divisive figure among both Democrats and Republicans. But he was vice-president for eight years and an influential figure in …","Trump lowers flags but says nothing about Dick Cheney’s death. The White House hasn’t issued a statement or response on the death of the former VP, who once called Trump the greatest “threat to our Republic.”",Nov18_Left_post.json,2025-11-04T17:57:49Z,new-york-magazine,New York Magazine,"Trump Lowers Flags, Says Nothing About Dick Cheney’s Death",http://nymag.com/intelligencer/article/trump-response-dick-cheney-death.html
John Herrman,"Of the many unprecedented features of the last New York City mayoral election, one stands out as particularly surreal: A lot of people were betting real money on the result. Polymarket, the predictio…","Prediction markets like Kalshi and Polymarket are becoming popular and influential. In the way gambling took over sports media, betting is threatening to influence political coverage too",Nov18_Left_post.json,2025-11-13T10:00:25Z,new-york-magazine,New York Magazine,Gambling Ate Sports Media. Is Politics Next?,http://nymag.com/intelligencer/article/gambling-is-eating-politics-just-like-it-did-sports.html
Ed Kilgore,Last November Donald Trump recaptured the presidency and helped his party gain control of both chambers of Congress. He and his MAGA backers heralded it as the beginning of a realignment that would g…,"In New Jersey, New York and Virginia, Democrats reversed Trump and Republicans’ gains in 2024. Ed Kilgore writes the midterms are starting to look a lot different.",Nov18_Left_post.json,2025-11-05T03:26:59Z,new-york-magazine,New York Magazine,The Democrats Have Undone Trump’s Magic,http://nymag.com/intelligencer/article/mamdani-sherill-spanberger-have-reversed-trumps-magic.html
Allan Smith,"Zohran Mamdani has won New Yorks mayoral race, NBC News projects, after the 34-year-old democratic socialist energized progressives in the city and across the country while generating intense backlas…","Zohran Mamdani has won New York’s mayoral race, NBC News projects, after the 34-year-old democratic socialist energized progressives in the city and across the country while generating intense backlash from President Donald Trump and Republicans, as well as s…",Nov18_Left_post.json,2025-11-05T02:32:35Z,nbc-news,NBC News,Zohran Mamdani wins the New York mayoral race,https://www.nbcnews.com/politics/elections/new-york-city-mayor-election-winner-2025-race-rcna238909
Dareh Gregorian,"President Donald Trump said Tuesday that any Jewish person who votes for Assemblyman Zohran Mamdani, the Democratic nominee for New York City mayor, is ""stupid."" Any Jewish person that votes for Zoh…","President Donald Trump said Tuesday that any Jewish person who votes for Assemblyman Zohran Mamdani, the Democratic nominee for New York City mayor, is ""stupid.""“Any Jewish person that votes for Zohran Mamdani, a proven and self professed JEW HATER, is a stup…",Nov18_Left_post.json,2025-11-04T21:39:11Z,nbc-news,NBC News,Trump says Jewish people who support Zohran Mamdani for New York City mayor are 'stupid',https://www.nbcnews.com/politics/elections/election-day-2025-trump-mamdani-jewish-voters-rcna241921
Allan Smith,"Zohran Mamdanis rapid rise from outer-borough state assemblyman to shock Democratic mayoral nominee was already one of the biggest political stories in years in New York City. Now, the 34-year-old d…",Zohran Mamdani’s rapid rise from outer-borough state assemblyman to shock Democratic mayoral nominee was already one of the biggest political stories in years in New York City,Nov18_Left_post.json,2025-11-05T17:00:26Z,nbc-news,NBC News,Zohran Mamdani takes on governing as the left and right fight to define him,https://www.nbcnews.com/politics/elections/zohran-mamdani-takes-governing-left-right-fight-define-rcna241705
"Amanda Terkel, Allan Smith","In his first speech as the next mayor of New York, Zohran Mamdani made clear he and his city are coming for President Donald Trump. ""If anyone can show a nation betrayed by Donald Trump how to defea…","In his first speech as the next mayor of New York, Zohran Mamdani made clear he and his city are coming for President Donald Trump.""If anyone can show a nation betrayed by Donald Trump how to defeat him, it is the city that gave rise to him,"" Mamdani said at …",Nov18_Left_post.json,2025-11-05T05:38:07Z,nbc-news,NBC News,Mamdani vows New York will lead opposition to Trump in a fiery speech,https://www.nbcnews.com/politics/elections/zohran-mamdani-trump-speech-rcna242039
Ed Kilgore,"While presidents are always a dominant influence over the political parties they lead, that sway tends to fade toward the end of their tenures if they serve two terms. This is why they are typically …",Republicans believe only Trump can turn out his voters in the 2026 midterms. But swing voters don’t like his agenda and may be getting tired of his act.,Nov18_Left_post.json,2025-11-08T10:00:20Z,new-york-magazine,New York Magazine,"Once Again, Republicans Have a Trump Problem",http://nymag.com/intelligencer/article/once-again-republicans-have-a-trump-problem.html
Ed Kilgore,"Theres a lot of ill-suppressed glee among Republicans right now, along with recriminations among Democrats, about the resolution of the longest government shutdown ever. Eight Democratic senators wer…","Even if they ‘won the shutdown,’ Republicans looked bad doing so. Their win on Obamacare subsidies and Trump’s poor handling of the SNAP cutoff will reinforce a 2026 Democratic affordability message.",Nov18_Left_post.json,2025-11-13T11:00:24Z,new-york-magazine,New York Magazine,"What If the Shutdown Actually Hurt Republicans, Not Democrats?",http://nymag.com/intelligencer/article/what-if-republicans-not-democrats-are-the-shutdown-losers.html
Ross Barkan,"Theres a narrative that Democrats are adrift or, at the very minimum, bereft of obvious leaders. Chuck Schumer and Hakeem Jeffries arent very popular, and none of the 2028 contenders seem, outside of…","Ross Barkan writes that last week’s election results show that not only are Democrats strong, but the MAGA movement is nothing without Donald Trump.",Nov18_Left_post.json,2025-11-10T10:00:35Z,new-york-magazine,New York Magazine,The Beginning of the End of MAGA,http://nymag.com/intelligencer/article/election-results-show-its-the-beginning-of-the-end-of-maga.html
Steve Benen,"After a dominating Democratic performance in the 2025 elections, some Republicans have grudgingly acknowledged reality. Last night was a disaster, Sen. Ted Cruz of Texas told Fox News. It was an elec…","Assessing the Democrats' dominant wins in this week's elections, JD Vance saw little more than “a couple of elections in blue states.” That's not what happened.",Nov18_Left_post.json,2025-11-06T14:50:30Z,msnbc,MSNBC,JD Vance’s analysis of the 2025 elections has one obvious flaw,https://www.msnbc.com/rachel-maddow-show/maddowblog/jd-vances-analysis-2025-elections-one-obvious-flaw-rcna242324
Ryan Teague Beckwith,"President Donald Trump lost big in Tuesday's elections, as voters rejected candidates he endorsed and causes he championed around the country. In the first major elections of Trump's second term, hi…","President Donald Trump lost big in Tuesday's elections, as voters rejected candidates he endorsed and causes he championed around the country",Nov18_Left_post.json,2025-11-05T14:30:17Z,msnbc,MSNBC,Voters rejected Trump's influence in 7 key races,https://www.msnbc.com/opinion/msnbc-opinion/election-results-virginia-new-jersey-new-york-project-47-rcna242028
Jared Bernstein,"Last week, President Donald Trump had what was arguably the worst week of his second term. And though the hits to him and his agenda came on several fronts, they had a unifying theme: affordability, …","Last week, President Donald Trump had what was arguably the worst week of his second term.",Nov18_Left_post.json,2025-11-11T15:54:48Z,msnbc,MSNBC,Everything about Trump's very bad week comes back to the same cause,https://www.msnbc.com/opinion/msnbc-opinion/trump-affordability-costs-elections-tariffs-rcna242972
Paul Waldman,"The most important takeaway from Tuesday nights elections the one that has real implications for 2026 and 2028 is that Democrats won everywhere, in many cases improving their 2024 performance by stri…","Democrats won Tuesday in Virginia, New Jersey New York, Pennsylvania and Mississippi and ousted Republicans on a Georgia commission that regulates utilities.",Nov18_Left_post.json,2025-11-06T11:00:00Z,msnbc,MSNBC,House Speaker Mike Johnson can’t accept what Democrats’ Tuesday wins really mean,https://www.msnbc.com/opinion/msnbc-opinion/voter-anger-tuesday-election-republicans-rcna242246
"Bridget Bowman, Melanie Zanona","GOP Rep. Elise Stefanik is launching a run for governor in New York, blaming Democratic Gov. Kathy Hochul for the state's high cost of living and tying the governor to New York City Mayor-elect Zohra…","GOP Rep. Elise Stefanik is launching a run for governor in New York, blaming Democratic Gov.",Nov18_Left_post.json,2025-11-07T11:00:00Z,nbc-news,NBC News,Rep. Elise Stefanik launches run for New York governor,https://www.nbcnews.com/politics/2026-election/rep-elise-stefanik-launches-run-new-york-governor-rcna242495
The Politics Desk,"Welcome to a special-post election edition of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the…",Democrats scored a series of victories across the country Tuesday on the first major Election Day of President Donald Trump’s second term.,Nov18_Left_post.json,2025-11-05T06:36:41Z,nbc-news,NBC News,Democrats sweep the night's biggest elections: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/democrats-sweep-first-major-elections-trumps-second-term-politics-desk-rcna242043
ap news,LOS ANGELES (AP) Former House Speaker Nancy Pelosi s decision to step aside after nearly four decades in Congress kicks off a wide-open contest to replace her at a time when her home city of San Fran…,Former House Speaker Nancy Pelosi’s decision to step aside after nearly four decades in Congress kicks off a wide-open contest to replace her at a time when her home city of San Francisco is roiled in debate about what its future should look like. Pelosi anno…,Nov18_Left_post.json,2025-11-07T14:00:24Z,associated-press,Associated Press,Pelosi exit opens way for tough fight to replace her...,https://apnews.com/article/nancy-pelosi-speaker-house-san-francisco-democrats-764539037004766909a454c327ba831d
Joe Scarborough,"This is the Nov. 4 edition of The Tea, Spilled by Morning Joe newsletter.Subscribe hereto get it delivered straight to your inbox Monday through Friday. An odd confluence of colliding events will pu…","This is the Nov. 4 edition of “The Tea, Spilled by Morning Joe” newsletter.",Nov18_Left_post.json,2025-11-04T18:08:23Z,msnbc,MSNBC,"The Tea, Spilled by Morning Joe: ‘Now the candidates must wait’",https://www.msnbc.com/morning-joe/tea-spilled-morning-joe-now-candidates-must-wait-rcna241855
Megan Lebowitz,"Democrats added at least 10 seats in the Virginia House of Delegates, building on the party's wins in the top statewide elections and more broadly across the country, The Associated Press projected. …","Democrats added at least 10 seats in the Virginia House of Delegates, building on the party's wins in the top statewide elections and more broadly across the country, The Associated Press projected",Nov18_Left_post.json,2025-11-05T15:11:44Z,nbc-news,NBC News,"Democrats expand majority in Virginia House of Delegates, building on statewide wins",https://www.nbcnews.com/politics/elections/democrats-expand-majority-virginia-house-delegates-building-statewide-rcna242082
