from_json,title,description,Topic Label
Nov18_Center_pre.json,What's on the ballot in the first general election since Donald Trump became president,"Donald Trump features prominently in state and local elections happening Tuesday, a year after he retook the White House",Trump
Nov18_Center_pre.json,"NYC mayoral candidate Zohran Mamdani on campaign rhetoric, affordability proposals","NYC mayoral candidate Zohran Mamdani on campaign rhetoric, affordability proposalsgo.com",Mayoral Election (coverage)
Nov18_Center_pre.json,Trump tells New Yorkers to vote for Andrew Cuomo in NYC mayor's race,The president urged New York City voters to elect former Gov. Andrew Cuomo in Tuesday's mayoral election and threatened to withhold funding if Zohran Mamdani wins.,Trump
Nov18_Center_pre.json,"Zohran Mamdani wins NYC mayor's race, CBS News projects",The 34-year-old Democratic socialist defeated Republican candidate Curtis Sliwa and former Gov. Andrew Cuomo.,Mayoral Election (coverage)
Nov18_Center_pre.json,"Obama calls Mamdani, offers help as 'sounding board' in the future: Sources","Obama calls Mamdani, offers help as 'sounding board' in the future: Sourcesgo.com",Gossip
Nov18_Center_pre.json,"Mamdani, in emotional speech, decries Islamophobia in New York City mayor's race","Mamdani, in emotional speech, decries Islamophobia in New York City mayor's racego.com",Racism
Nov18_Center_pre.json,"Jeffries having 'conversations' with Mamdani, but no endorsement",House Democratic leader asked why he hasn't backed NYC mayoral candidate.,Democrat Party Politics
Nov18_Center_pre.json,NYC sees massive increase in early voting in mayoral election compared to 2021,NYC sees massive increase in early voting in mayoral election compared to 2021go.com,Mayoral Election (coverage)
Nov18_Right_pre.json,Zohran Mamdani Boasts ‘Free’ NYC Bus Plan Would Cost $700 Million a Year,"New York City mayoral candidate and state assemblyman Zohran Mamdani defended his proposal to make all city buses free during Wednesday night’s final mayoral debate, estimating the initiative would cost roughly $700 million annually and arguing it would ultim…",Mayoral Election (analysis)
Nov18_Right_pre.json,Nolte: Zohran Mamdani Does Not Have a Hijab-wearing Aunt Who Lived in Fear After 9/11,"Fabulist/communist/Islamist, and the man who will almost certainly become New York City’s next mayor, Zohran Mamdani, has been caught lying about his aunt. The post Nolte: Zohran Mamdani Does Not Have a Hijab-wearing Aunt Who Lived in Fear After 9/11 appeared…",Racism
Nov18_Right_pre.json,"Michael Rapaport: Zohran Mamdani 'Pretending to Be a Man of the People,' 'Everything that Comes Out His Mouth Is a Focus-Grouped Lie'","Actor Michael Rapaport criticized Democrat New York mayor candidate Zohran Mamdani for ""pretending to be a man of the people."" The post Michael Rapaport: Zohran Mamdani ‘Pretending to Be a Man of the People,’ ‘Everything that Comes Out His Mouth Is a Focus-G…",Gossip
Nov18_Right_pre.json,Bill Kristol Endorses Zohran Mamdani for NYC Mayor Despite Him Being 'Against Israel',"Neoconservative ""Never Trumper"" Bill Kristol endorsed socialist New York City mayoral candidate Zohran Mamdani, saying he wishes he was less ""against Israel and all that"" but calling him ""a very impressive politician."" The post Bill Kristol Endorses Zohran Ma…",Isreal-Palestine Conflict
Nov18_Right_pre.json,Knicks Warn Zohran Mamdani to Stop Using Team Logo in Campaign Ad: 'We Do Not Endorse',The New York Knicks have issued a cease-and-desist letter to socialist mayoral candidate Zohran Mamdani to stop using their team logo. The post Knicks Warn Zohran Mamdani to Stop Using Team Logo in Campaign Ad: ‘We Do Not Endorse’ appeared first on Breitbart.,NYC Exodus/Degredation
Nov18_Right_pre.json,Zohran Mamdani 'Promised Things That Were Simply Impossible' When Running for High School Vice President,"Democratic Socialist Zohran Mamdani, the current frontrunner in New York's mayoral race, appears to have been pushing pie-in-the-sky policy promises since high school. The post Zohran Mamdani ‘Promised Things That Were Simply Impossible’ When Running for High…",Mayoral Election (analysis)
Nov18_Right_pre.json,WATCH: Zohran Mamdani Claims Aunt Was Victim of 9/11 Because She Feared Wearing Hijab on NYC Subway,"New York City mayoral candidate and radical Democratic Socialist Zohran Mamdani tried to paint his Muslim aunt as a victim of the September 11, 2001, terrorist attacks. The post WATCH: Zohran Mamdani Claims Aunt Was Victim of 9/11 Because She Feared Wearing H…",Racism
Nov18_Right_pre.json,Zohran Mamdani Clarifies Aunt He Claimed Was Victim of 9/11 over Fear of Wearing Hijab Is 'Father's Cousin',"New York City (NYC) mayoral candidate and Democratic Socialist Zohran Mamdani clarified that the aunt he claimed was a victim of the September 11, 2001, terrorist attack due to her fear of wearing a hijab was his ""father's cousin."" The post Zohran Mamdani Cla…",Racism
Nov18_Right_pre.json,Zohran Mamdani Makes Surprise Appearance at British Pop Star PinkPantheress' Concert Ahead of Election,"Democratic Socialist Zohran Mamdani, the current frontrunner in New York's mayoral race, was featured at British singer PinkPantheress' concert in New York City on Friday night. The post Zohran Mamdani Makes Surprise Appearance at British Pop Star PinkPanther…",Gossip
Nov18_Right_pre.json,‘Stain on History' of New York: Mamdani Supports Rikers Island Shutdown Plan,New York City mayoral candidate Zohran Mamdani (D) voiced support for closing Rikers Island during Wednesday night’s final mayoral debate. The post ‘Stain on History’ of New York: Mamdani Supports Rikers Island Shutdown Plan appeared first on Breitbart.,Mayoral Election (analysis)
Nov18_Right_pre.json,Exclusive -- Michael Whatley: Zohran Mamdani's Ideas Will 'Run New York into the Dirt',"Socialist mayoral candidate Zohran Mamdani and his ideas will ""run New York into the dirt,"" North Carolina Senate candidate Michael Whatley said during a discussion on Breitbart News Daily. The post Exclusive — Michael Whatley: Zohran Mamdani’s Ideas Will ‘Ru…",NYC Exodus/Degredation
Nov18_Right_pre.json,WATCH: NY Gov. Kathy Hochul Heckled with 'Tax the Rich!' Chants at Mamdani Rally,"Supporters of socialist mayoral candidate Zohran Mamdani heckled New York Gov. Kathy Hochul (D) during her appearance at the candidate's rally in Queens on Sunday, video shows. The post WATCH: NY Gov. Kathy Hochul Heckled with ‘Tax the Rich!’ Chants at Mamdan…",Gossip
Nov18_Right_pre.json,"Trump: Schumer Is 'Gonezo,' Mamdani Seems to Be Democrats' New Leader","President Donald Trump said on Tuesday that Senate Minority Leader Chuck Schumer (D-NY) is ""gonezo,"" and far-left New York City mayoral candidate Zohran Mamdani (D) seems to be the leader of the Democrat Party. The post Trump: Schumer Is ‘Gonezo,’ Mamdani See…",Trump
Nov18_Right_pre.json,"Stefanik Slams Jeffries’ ‘Commie Mamdani’ Endorsement: NYC Voters Will Reject ‘Jihadist, Antisemitic’ Agenda","House Republican Leadership Chairwoman Elise Stefanik (R-NY) unloaded Friday on House Minority Leader Hakeem Jeffries (D-NY) after he officially endorsed “jihadist communist” Zohran Mamdani for New York City mayor, declaring the decision will doom Democrats’ …",Racism
Nov18_Right_pre.json,Mamdani: We Need Less Cooperation with Feds on Immigration So NYPD Can Focus More on Crime,"During an interview aired on Thursday’s broadcast of CNN’s “AC360,” New York City mayoral candidate Assemblyman Zohran Mamdani (D) said that he wouldn’t allow the NYPD to cooperate with the federal government on civil immigration enforcement and that city law…",Mayoral Election (coverage)
Nov18_Right_pre.json,"Dingell on Mamdani: GOP Has People With 'Very Outrageous, Evil' Statements, We Have Big Tents, Should 'Embrace All of Those Ideas'","On Tuesday’s broadcast of MSNBC’s “Way Too Early,” Rep. Debbie Dingell (D-MI) responded to a question on if House Minority Leader Rep. Hakeem Jeffries’ (D-NY) endorsement of New York City mayoral candidate Assemblyman Zohran Mamdani (D) will harm the Democrat…",Democrat Party Politics
Nov18_Right_pre.json,UK politician campaigning for Zohran Mamdani prompts foreign meddling accusations,Republicans blast NYC mayor candidate Zohran Mamdani after Jeremy Corbyn joined his campaign phone-banking event.,Mayoral Election (coverage)
Nov18_Right_pre.json,"‘Wake Up, New York’: Mamdani Slammed for Posing with Imam Tied to ’93 WTC Bombing -- Lawmakers Warn of ‘Jihad Coming’","A post by radical Democratic Socialist Zohran Mamdani, the frontrunner to become New York City’s next mayor, ignited a firestorm after he proudly shared photos of himself smiling beside Imam Siraj Wahhaj — an unindicted co-conspirator in the 1993 World Trade …",Racism
Nov18_Right_pre.json,Andrew Cuomo campaign walks back controversial attack ad targeting Mamdani voters,Andrew Cuomo's NYC mayoral campaign walked back an AI-generated ad that depicted rival Zohran Mamdani's supporters committing crimes Wednesday.,Mayoral Election (coverage)
Nov18_Right_pre.json,Trump asserts that any Jewish person who votes for 'self professed Jew hater' Mamdani is 'a stupid person',"President Donald Trump asserted that any Jewish individuals who vote for Big Apple Democratic mayoral candidate Zohran Mamdani are ""stupid.""",Trump
Nov18_Right_pre.json,"Over 650 Rabbis Sign Letter Opposing Mamdani: Rhetoric Encourages Hostility, Threatens Jewish Safety","More than 650 rabbis warned Wednesday that electing Democratic Socialist frontrunner Zohran Mamdani would endanger “the safety and dignity of Jews in every city,” citing his refusal to condemn “globalize the intifada,” denial of Israel’s legitimacy, and “geno…",Isreal-Palestine Conflict
Nov18_Right_pre.json,"Mamdani: Saying NYPD Boot 'On Your Neck' 'Laced by the IDF' Was 'Reference to Training Exercises', Don't Think They're Still Hand in Glove","During an interview aired on Thursday’s broadcast of CNN’s “AC360,” New York City mayoral candidate Assemblyman Zohran Mamdani (D) said that his remarks in 2023 that “when the boot of the NYPD is on your neck, it’s been laced by the The post Mamdani: Saying N…",Isreal-Palestine Conflict
Nov18_Right_pre.json,Zohran Mamdani emerges as Republicans' government shutdown boogeyman,House Republicans have held up NYC mayoral candidate Zohran Mamdani as their boogeyman in the government shutdown.,Democrat Party Politics
Nov18_Right_pre.json,Top Democrat lawmaker compares socialist Zohran Mamdani to FDR,"Progressive Rep. Jamie Raskin compares NYC mayoral candidate Zohran Mamdani to FDR in a new video, calling him a 'democratic socialist' with 'Rooseveltian ambition.'",Democrat Party Politics
Nov18_Right_pre.json,"House Republican demands Zohran Mamdani be stripped of citizenship, deported over 'anti-Israel' stance",House Rep. Andy Ogles of Tennessee is calling for the DOJ to investigate New York City mayoral candidate Zohran Mamdani.,Isreal-Palestine Conflict
Nov18_Right_pre.json,NYC rabbis warn Democratic socialist mayoral candidate 'poses a danger' to Jewish New Yorkers,Zohran Mamdani is leading the New York City mayoral race against Andrew Cuomo and Curtis Sliwa as rabbis warn he poses a danger to Jewish New Yorkers.,Isreal-Palestine Conflict
Nov18_Right_pre.json,Obama calls NYC mayoral frontrunner Mamdani just days before crucial election,Former President Obama reached out to Democratic socialist Zohran Mamdani ahead of the NYC mayoral election against Andrew Cuomo and Curtis Sliwa.,Mayoral Election (coverage)
Nov18_Right_pre.json,Cruz: Zohran Mamdani 'Not a Socialist — He's a Communist',"Monday on Fox News Channel's ""Hannity,"" Sen. Ted Cruz (R-TX) offered his thoughts on New York City mayoral candidate Zohran Mamdani, the Democrat nominee, who he alleged to be more than a ""socialist."" The post Cruz: Zohran Mamdani ‘Not a Socialist — He’s a Co…",Democrat Party Politics
Nov18_Right_pre.json,Poll: Foreign-Born Voters Are Behind Socialist Zohran Mamdani's Huge Lead in NYC Mayoral Race,"Decades of mass legal immigration to New York City, New York, have propelled socialist Zohran Mamdani's (D) campaign to be the city's next mayor, a new poll reveals. The post Poll: Foreign-Born Voters Are Behind Socialist Zohran Mamdani’s Huge Lead in NYC May…",Mayoral Election (analysis)
Nov18_Right_pre.json,NYC Socialist Mayoral Candidate Zohran Mamdani Appears on Ballot Twice,"There is already Election Day controversy as New York City's socialist candidate Zohran Mamdani – as well as Republican candidate Curtis Sliwa – appear on the ballot twice, despite the fact that this is a normal procedure in the city's elections. The post NYC…",Mayoral Election (coverage)
Nov18_Right_pre.json,Report: Zohran Mamdani Builds Support with Asian Immigrants in New York City,"Democrat New York City mayoral candidate Zohran Mamdani is building support with Asian immigrants across the city, especially those living in immigrant enclaves, a report detailed Wednesday. The post Report: Zohran Mamdani Builds Support with Asian Immigrants…",Mayoral Election (analysis)
Nov18_Right_pre.json,WATCH: Chuck Schumer Will Not Say If He's Voting for Socialist Zohran Mamdani,Senate Minority Leader Chuck Schumer (D-NY) will not say if he is voting for socialist Zohran Mamdani in New York City's mayoral race next week. The post WATCH: Chuck Schumer Will Not Say If He’s Voting for Socialist Zohran Mamdani appeared first on Breitbart.,Democrat Party Politics
Nov18_Left_post.json,Democrats win big on election night — and sidestep an identity crisis,Zohran Mamdani wins big on Tuesday — along with Mikie Sherrill in New Jersey and Abigail Spanberger in Virginia — but differences in the Democratic Party remain,Democrat Party Politics
Nov18_Left_post.json,A Mayor for a New Age,"Mamdani’s win is astonishing and important. Next, he rises to the massive challenges of governing New York City, writes columnist Ross Barkan.",Mayoral Election (analysis)
Nov18_Left_post.json,"At the Mad, Sad, and Drunk Cuomo Party",Matt Stieb reports from Andrew Cuomo’s election night party where a friend of Trump railed against ‘scumbag’ Curtis Sliwa.,Gossip
Nov18_Left_post.json,Republicans want to make Mamdani their new bogeyman. That won’t work.,Republicans have long tried to make a single Democrat the face of the party. They've got a new target in the mayor-elect of New York City.,Democrat Party Politics
Nov18_Left_post.json,Zohran Mamdani's win signals morning in America for democratic socialists,Zohran Mamdani’s victory over Andrew Cuomo is also a win for democratic socialism.,Mayoral Election (analysis)
Nov18_Left_post.json,Trump endorses former Gov. Andrew Cuomo for New York City mayor,"The president had already offered tepid support in a CBS News interview aired on Monday, but doubled down just before the general election.",Trump
Nov18_Left_post.json,Trump wasn’t on the ballot on Tuesday — but still took a major loss,Trump and Republicans lost to Democrats in the 2025 elections in the New Jersey and Virginia governor's races and in the New York City mayoral race.,Trump
Nov18_Left_post.json,Republicans look for lessons in an election dominated by Democratic wins,"No one thought Tuesday was going to be Donald Trump’s election night, but there were even fewer silver linings than many Republicans had hoped.",Trump
Nov18_Left_post.json,BANNON RIPS MAGA...,Trump’s former White House strategist has a warning for Republicans gloating about Zohran Mamdani’s election.,Trump
Nov18_Left_post.json,The Democrats Have Undone Trump’s Magic,"In New Jersey, New York and Virginia, Democrats reversed Trump and Republicans’ gains in 2024. Ed Kilgore writes the midterms are starting to look a lot different.",Mayoral Election (coverage)
Nov18_Left_post.json,Zohran Mamdani wins the New York mayoral race,"Zohran Mamdani has won New York’s mayoral race, NBC News projects, after the 34-year-old democratic socialist energized progressives in the city and across the country while generating intense backlash from President Donald Trump and Republicans, as well as s…",Trump
Nov18_Left_post.json,Trump says Jewish people who support Zohran Mamdani for New York City mayor are 'stupid',"President Donald Trump said Tuesday that any Jewish person who votes for Assemblyman Zohran Mamdani, the Democratic nominee for New York City mayor, is ""stupid.""“Any Jewish person that votes for Zohran Mamdani, a proven and self professed JEW HATER, is a stup…",Mayoral Election (analysis)
Nov18_Left_post.json,Zohran Mamdani takes on governing as the left and right fight to define him,Zohran Mamdani’s rapid rise from outer-borough state assemblyman to shock Democratic mayoral nominee was already one of the biggest political stories in years in New York City,Mayoral Election (analysis)
Nov18_Left_post.json,Mamdani vows New York will lead opposition to Trump in a fiery speech,"In his first speech as the next mayor of New York, Zohran Mamdani made clear he and his city are coming for President Donald Trump.""If anyone can show a nation betrayed by Donald Trump how to defeat him, it is the city that gave rise to him,"" Mamdani said at …",Trump
Nov18_Left_post.json,The Beginning of the End of MAGA,"Ross Barkan writes that last week’s election results show that not only are Democrats strong, but the MAGA movement is nothing without Donald Trump.",Mayoral Election (analysis)
Nov18_Left_post.json,JD Vance’s analysis of the 2025 elections has one obvious flaw,"Assessing the Democrats' dominant wins in this week's elections, JD Vance saw little more than “a couple of elections in blue states.” That's not what happened.",Mayoral Election (analysis)
Nov18_Left_post.json,Voters rejected Trump's influence in 7 key races,"President Donald Trump lost big in Tuesday's elections, as voters rejected candidates he endorsed and causes he championed around the country",Trump
Nov18_Left_post.json,House Speaker Mike Johnson can’t accept what Democrats’ Tuesday wins really mean,"Democrats won Tuesday in Virginia, New Jersey New York, Pennsylvania and Mississippi and ousted Republicans on a Georgia commission that regulates utilities.",Mayoral Election (analysis)
Nov18_Left_post.json,Democrats sweep the night's biggest elections: From the Politics Desk,Democrats scored a series of victories across the country Tuesday on the first major Election Day of President Donald Trump’s second term.,Democrat Party Politics
Nov18_Left_post.json,Pelosi exit opens way for tough fight to replace her...,Former House Speaker Nancy Pelosi’s decision to step aside after nearly four decades in Congress kicks off a wide-open contest to replace her at a time when her home city of San Francisco is roiled in debate about what its future should look like. Pelosi anno…,Mayoral Election (coverage)
Nov18_Left_post.json,"The Tea, Spilled by Morning Joe: ‘Now the candidates must wait’","This is the Nov. 4 edition of “The Tea, Spilled by Morning Joe” newsletter.",Gossip
Nov18_Left_post.json,"Democrats expand majority in Virginia House of Delegates, building on statewide wins","Democrats added at least 10 seats in the Virginia House of Delegates, building on the party's wins in the top statewide elections and more broadly across the country, The Associated Press projected",Democrat Party Politics
Nov18_Left_post.json,What you need to know ahead of election night: From the Politics Desk,"In today’s election edition, we get you up to speed before polls close tonight in California, New Jersey, New York, Virginia and beyond.",Mayoral Election (analysis)
Nov18_Left_post.json,"Zohran Mamdani wins NYC mayor's race, capping a stunning ascent","Zohran Mamdani has been elected mayor of New York City, capping the Democrat’s stunning ascent from little-known state lawmaker just a year ago to one of the most talked-about politicians in the country.",Mayoral Election (coverage)
Nov18_Left_post.json,"Key takeaways: Trump looms over every race, while Democrats win on the economy",Democratic wins in Tuesday’s elections gave the party a sorely needed burst of momentum ahead of next year’s midterm elections,Trump
Nov18_Left_post.json,"Waiting, Impatiently, for 2028","An extremely early, surely premature analysis of which candidates might win the Democratic presidential primary for the 2028 election.",Mayoral Election (analysis)
Nov18_Left_post.json,Trump touts cost of Walmart's Thanksgiving meal to vindicate his policies — ignoring a key detail,"In the wake of Republicans’ heavy election losses on Tuesday, President Donald Trump has responded to voters’ growing concerns by insisting the economy is actually experiencing a “golden age.”",Trump
Nov18_Left_post.json,A big election night for Democrats and the Supreme Court’s tariffs showdown: Morning Rundown,What the big race election night results tell us about the future.,Mayoral Election (analysis)
Nov18_Left_post.json,Amanpour | CNN,"Zack Polanski, Leader of the Green Party of England and Wales, speaks with Christiane Amanpour about left-wing populism and Zohran Mamdani becoming the next mayor of New York City.",Gossip
Nov18_Left_post.json,Jamie Dimon hopes Mamdani calls Detroit mayor for advice | CNN Business,JPMorgan Chase CEO Jamie Dimon has some advice for New York City Mayor-elect Zohran Mamdani: Talk to the man who helped bring Detroit back from the dead.,Gossip
Nov18_Center_post.json,Elections give Dems a roadmap -- but not a ticket -- out of the wilderness: ANALYSIS,Democrats get wins in blue states but the midterm battlefield is more difficult.,Mayoral Election (analysis)
Nov18_Center_post.json,How each NYC neighborhood voted in the mayoral race,"Zohran Mamdani won every borough except Staten Island, which went for Andrew Cuomo.",Mayoral Election (coverage)
Nov18_Center_post.json,Mamdani wins NYC mayoral election as affordability focus energizes voters,"Zohran Mamdani, a 34-year-old democratic socialist state assemblyman from Queens, will be New York City's 111th mayor.",Mayoral Election (coverage)
Nov18_Center_post.json,Zohran Mamdani won by shaking up NYC politics,"Entering the mayoral race with under 1% support, Zohran Mamdani's prospects of winning initially seemed unlikely. Here are some of the ways he turned the race around.",Mayoral Election (analysis)
Nov18_Center_post.json,"The voters Mamdani added to the Democratic coalition in New York, a CBS News analysis","Zohran Mamdani's mayoral campaign turned out lots of voters who didn't back Kamala Harris last year — they are ethnically diverse, younger and less affluent.",Mayoral Election (analysis)
Nov18_Center_post.json,Watch: Zohran Mamdani gives victory speech after projected New York City mayoral win,CBS News projects that Zohran Mamdani will win the New York City mayoral race. See Mamdani's address to supporters on election night.,Mayoral Election (coverage)
Nov18_Center_post.json,Breaking down the New York City electorate amid Zohran Mamdani's projected win,CBS News projects that Democrat Zohran Mamdani will win the New York City mayoral race. Caitlin Huey-Burns digs into the exit poll data.,Mayoral Election (coverage)
Nov18_Center_post.json,Zohran Mamdani wants to make universal child care a reality in NYC,"NYC Mayor-elect Zohran Mamdani has called on the city to establish free, high-quality child care for children 6 weeks to 5 years old.",Democrat Party Politics
Nov18_Center_post.json,Mamdani introduces transition team after NYC mayoral victory,"New York City Mayor-elect Zohran Mamdani introduced his transition team while addressing the media in Queens, New York, on Wednesday after his victory against former New York Gov. Andrew Cuomo and Republican candidate Curtis Sliwa.",Democrat Party Politics
Nov18_Center_post.json,Here's what Mamdani's win could mean for Democrats nationwide,"A Democratic Socialists of America leader says New York City Mayor-elect Zohran Mamdani offers a ""powerful way forward"" for Democrats — but some moderates worry he'll hand the GOP ""a pretty potent set of weapons"" in next year's midterms.",Mayoral Election (coverage)
Nov18_Center_post.json,Stefanik announces New York governor bid in stark counter to NYC mayor-elect Mandani,"New York Rep. Elise Stefanik, a Republican, announced her bid for New York governor days after Zohran Mamdani, a democratic socialist, won the New York City mayoral race. CBS News' Zak Hudak reports.",Mayoral Election (coverage)
Nov18_Center_post.json,What to know about NYC mayoral race as voters head to polls,"In the New York mayoral race, self-described Democratic socialist Zohran Mamdani leads former New York Democratic Gov. Andrew Cuomo in the polls. CBS News' Ed O'Keefe reports on the latest in the race.",Mayoral Election (coverage)
Nov18_Center_post.json,How Zohran Mamdani struck a chord with New York City voters,"This time last year, few people outside New York City knew the name of Zohran Mamdani. Now, he is set to be the mayor of the nation's largest city. Lilia Luciano spoke with organizers about how he connected with voters.",Mayoral Election (analysis)
Nov18_Center_post.json,"Zohran Mamdani wins New York City mayoral race, CBS News projects","Democratic socialist Zohran Mamdani has won the New York City mayoral race, CBS News projects. CBS News' Anthony Salvanto, Ed O'Keefe reports, Lilia Luciano and Caitlin Huey-Burns have more.",Mayoral Election (coverage)
Nov18_Center_post.json,New data shows some past Trump voters chose Mamdani over Cuomo and Sliwa for NYC mayor,"Around 60,000 New York City voters who voted for Donald Trump in the past chose Zohran Mamdani for mayor in the latest elections, according to a new analysis by CBS News. Errol Barnett reports.",Trump
Nov18_Center_post.json,CBS News rates New York City mayoral race as lean Mamdani,"With polls closed in New York City, CBS News rates the mayoral race there as leaning toward Zohran Mamdani. CBS News' Ed O'Keefe and Anthony Salvanto have the latest.",Mayoral Election (coverage)
Nov18_Center_post.json,"Mamdani tells Trump to ""turn the volume up"" in victory speech as Democrats sweep key races","New York City Mayor-elect Zohran Mamdani adressed President Trump directly during his victory speech on Tuesday night. Meanwhile, Democrats in New Jersey and Virginia swept key races. CBS News' Ed O'Keefe and Nikole Killion have the latest.",Trump
Nov18_Center_post.json,"Mamdani's election draws celebration, pride and anger around the world","Mayor-elect Mamdani's win in New York is cheered by his London counterpart and a former mentor in Uganda, but draws a warning from Israel's U.S. ambassador.",Isreal-Palestine Conflict
Nov18_Center_post.json,Trump weighs in on New York City mayoral race,"In his ""60 Minutes"" interview, President Trump weighed in on the race for mayor of New York City. Mr. Trump has declined to endorse the Republican nominee, Curtis Sliwa, and calls the Democratic Party nominee, Zohran Mamdani, a communist. Ed O'Keefe is coveri…",Trump
Nov18_Center_post.json,Key races to watch on Election Day,"Voters will head to the polls in New Jersey and Virginia to elect new governors. In New York City, Zohran Mamdani faces off against Andrew Cuomo. Democratic strategist Joel Payne and Republican strategist Terry Sullivan break down what to know about the major…",Mayoral Election (analysis)
Nov18_Center_post.json,Democrats sweep major races ahead of 2026 midterms,"Democrats won major contests in Tuesday's elections. In New York City's mayoral race, Zohran Mamdani, a democratic socialist, won over former New York Gov. Andrew Cuomo. Democratic Congresswoman Mikie Sherrill was elected New Jersey governor and Abigail Spanb…",Mayoral Election (coverage)
Nov18_Center_post.json,Here's what CBS News exit polls told us about the 2025 elections,"Exit polls in the 2025 races in New Jersey, Virginia, New York City and California showed Trump and the economy were on the minds of voters.",Trump
Nov18_Center_post.json,"Zohran Mamdani and London's Muslim mayor, Sadiq Khan, have much in common, but also key differences","As a left-leaning Muslim politician, London Mayor Sadiq Khan shares similarities with New York Mayor-elect Zohran Mamdani",Gossip
Nov18_Center_post.json,Ugandans find inspiration in Mamdani's win and ask if they can do the same,"Zohran Mamdani's victory in the New York mayoral race inspires many in Uganda, though it feels distant",Gossip
Nov18_Center_post.json,"Badhai!' In India, a celebration for Zohran Mamdani's New York mayoral win and his roots",Indians have lit up social media to celebrate Zohran Mamdani’s election victory as New York City mayor,Mayoral Election (coverage)
Nov18_Center_post.json,Democrat Zohran Mamdani wins New York City mayor’s race,Democrat Zohran Mamdani wins New York City mayor’s race,Mayoral Election (coverage)
Nov18_Center_post.json,Zohran Mamdani's rise: From Queens lawmaker to New York City mayor,Zohran Mamdani has stormed onto the national political scene by winning New York City's mayoral election,Mayoral Election (coverage)
Nov18_Center_post.json,Mamdani's historic win as New York City's mayor sparks excitement and hope among many US Muslims,Zohran Mamdani's historic New York City's mayoral race victory has sparked excitement and hope among many American Muslims,Mayoral Election (coverage)
Nov18_Center_post.json,Zohran Mamdani vows to 'hit the ground running' on ambitious agenda following historic victory,"Zohran Mamdani said he would begin preparing to deliver on his ambitious affordability agenda, one day after claiming a historic victory in New York City's mayoral race",Democrat Party Politics
Nov18_Right_post.json,EXCLUSIVE — Son of Hamas Founder Warns Mamdani Is ‘Trojan Horse’ for Red-Green Alliance Seeking to Undermine America from Within,"The son of Hamas’s co-founder delivered a chilling warning about New York City’s socialist mayor-elect, describing Zohran Mamdani as a catastrophic figure who will “only succeed in one thing — burning the castle down” by functioning as a “Trojan horse” for wh…",Isreal-Palestine Conflict
Nov18_Right_post.json,Sanders: Dems Have to Take Mamdani's Message 'All over This Country',"Tuesday, during MSNBC's election night coverage, Sen. Bernie Sanders (I-VT) said Democrats needed to take socialist New York City Mayor-elect Zohran Mamdani's message ""all over this country."" The post Sanders: Dems Have to Take Mamdani’s Message ‘All over Thi…",Democrat Party Politics
Nov18_Right_post.json,DNC Chair: 'No One Gives a Sh*t About' Cultural Issues Anymore,"During CNN’s Election Night coverage on Tuesday, DNC Chair Ken Martin said that the election results that evening show that the Republican Party’s playbook of “running on all these cultural issues,” doesn’t work anymore because “no one gives a shit The post D…",Democrat Party Politics
Nov18_Right_post.json,"Suozzi: Raising Taxes, Minimum Wage Is Bad for NY, Do It at National Level","On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage would do likewise, and The post Suozzi: Raising Taxes, Mini…",NYC Exodus/Degredation
Nov18_Right_post.json,"Economic Issues Emerge as Most Important for Voters Across Virginia, New Jersey, NYC","Economic issues are emerging as the most important issue for voters across Virginia, New Jersey, and New York City, ABC News exit polls reveal. The post Economic Issues Emerge as Most Important for Voters Across Virginia, New Jersey, NYC appeared first on Bre…",Democrat Party Politics
Nov18_Right_post.json,"Trump: Pollsters Say Trumpless Ticket, Shutdown Are Reasons for GOP Losses","President Donald Trump stated Tuesday night, according to pollsters, that the reasons for Republican losses in the New Jersey and Virginia elections were that he was not leading the ticket, as well as the government shutdown. The post Trump: Pollsters Say Tru…",Trump
Nov18_Right_post.json,Trump: Zohran Mamdani Off to 'Bad Start' After ‘Very Angry' Victory Speech,"President Donald Trump warned that New York City (NYC) Mayor-elect Zohran Mamdani is off to a ""bad start"" after Mamdani challenged the president to ""turn the volume up"" in his victory speech on Tuesday night. The post Trump: Zohran Mamdani Off to ‘Bad Start’ …",Trump
Nov18_Right_post.json,Chuck Schumer Begins to Embrace Zohran Mamdani Following Election,Senate Minority Leader Chuck Schumer acknowledged direct outreach with Zohran Mamdani and referenced Democrat electoral momentum as the party’s internal dynamics continue to unfold after New York City’s mayoral election. The post Chuck Schumer Begins to Embra…,Democrat Party Politics
Nov18_Right_post.json,Muslim Socialist Zohran Mamdani Wins New York City Mayor Election,"Democrat Socialist Assemblyman Zohran Mamdani won the New York City mayoral race, defeating former Gov. Andrew Cuomo and Republican Curtis Sliwa after a campaign defined by national attention, polling leads throughout the fall, and public debate over his econ…",Mayoral Election (coverage)
Nov18_Right_post.json,NYC Socialist Mayoral Candidate Zohran Mamdani Appears on Ballot Twice,"There is already Election Day controversy as New York City's socialist candidate Zohran Mamdani – as well as Republican candidate Curtis Sliwa – appear on the ballot twice, despite the fact that this is a normal procedure in the city's elections. The post NYC…",Mayoral Election (coverage)
